Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
54,9.99,+2.0,Travis PADGETT,13 DEC 1986,USA,2f1,,"Clermont, FL (USA)",21 MAY 2011,1210
54,9.99,+1.3,Michael RODGERS,24 APR 1985,USA,3,,"Hayward Field, Eugene, OR (USA)",24 JUN 2011,1210
54,9.99,+1.0,Nesta CARTER,11 OCT 1985,JAM,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2011,1210
54,9.99,+1.0,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2011,1210
58,10.00,+0.3,Walter DIX,31 JAN 1986,USA,1,,"DS, Daegu (KOR)",12 MAY 2011,1206
58,10.00,+0.6,Christophe LEMAITRE,11 JUN 1990,FRA,3,,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1206
58,10.00,+0.9,Daniel BAILEY,09 SEP 1986,ANT,3,,Montreuil-sous-Bois (FRA),07 JUN 2011,1206
58,10.00,+1.3,Maurice MITCHELL,22 DEC 1989,USA,3,,"Des Moines, IA (USA)",10 JUN 2011,1206
58,10.00,+0.4,Kim COLLINS,05 APR 1976,SKN,1sf2,,Guadalajara (MEX),24 OCT 2011,1206
63,10.01,+0.3,Michael RODGERS,24 APR 1985,USA,2,,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011,1203
63,10.01,+2.0,Dwain CHAMBERS,05 APR 1978,GBR,1f1,,São Paulo (BRA),22 MAY 2011,1203
63,10.01,+1.3,Richard THOMPSON,07 JUN 1985,TTO,7,,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1203
63,10.01,+0.4,Michael FRATER,06 OCT 1982,JAM,3,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1203
63,10.01,+1.0,Michael FRATER,06 OCT 1982,JAM,3,,"Stade Louis II, Monaco (MON)",22 JUL 2011,1203
63,10.01,-1.6,Nesta CARTER,11 OCT 1985,JAM,2,,"Crystal Palace, London (GBR)",05 AUG 2011,1212
63,10.01,+0.1,Kim COLLINS,05 APR 1976,SKN,2,,"Olympiastadion, Berlin (GER)",11 SEP 2011,1203
63,10.01,+0.1,Kim COLLINS,05 APR 1976,SKN,2,,"Sports Park Mladost, Zagreb (CRO)",13 SEP 2011,1203
63,10.01,+0.2,Lerone CLARKE,07 JUL 1981,JAM,1,,Guadalajara (MEX),25 OCT 2011,1203
72,10.02,+1.3,Ivory WILLIAMS,02 MAY 1985,USA,8,,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1199
72,10.02,+1.0,Travis PADGETT,13 DEC 1986,USA,2f1,,"Clermont, FL (USA)",04 JUN 2011,1199
72,10.02,+0.1,Walter DIX,31 JAN 1986,USA,1,,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,1199
75,10.03,+2.0,Maurice MITCHELL,22 DEC 1989,USA,2,,"Durham, NC (USA)",23 APR 2011,1196
75,10.03,+0.3,Michael RODGERS,24 APR 1985,USA,2,,"DS, Daegu (KOR)",12 MAY 2011,1196
75,10.03,+1.4,Michael RODGERS,24 APR 1985,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",24 JUN 2011,1196
75,10.03,+1.0,Christophe LEMAITRE,11 JUN 1990,FRA,4,,"Stade Louis II, Monaco (MON)",22 JUL 2011,1196
75,10.03,+0.1,Richard THOMPSON,07 JUN 1985,TTO,3,,"Sports Park Mladost, Zagreb (CRO)",13 SEP 2011,1196
80,10.04,+0.5,Dwain CHAMBERS,05 APR 1978,GBR,3,,Strasbourg (FRA),12 JUN 2011,1193
80,10.04,+0.7,Jeff DEMPS,08 JAN 1990,USA,1h4,,"Hayward Field, Eugene, OR (USA)",23 JUN 2011,1193
80,10.04,+1.3,Trell KIMMONS,13 JUL 1985,USA,4,,"Hayward Field, Eugene, OR (USA)",24 JUN 2011,1193
80,10.04,0.0,Nesta CARTER,11 OCT 1985,JAM,1h2,,"Crystal Palace, London (GBR)",05 AUG 2011,1193
80,10.04,0.0,Walter DIX,31 JAN 1986,USA,3,,"Letzigrund, Zürich (SUI)",08 SEP 2011,1193
80,10.04,-0.3,Walter DIX,31 JAN 1986,USA,1h2,,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,1194
80,10.04,+0.2,Kim COLLINS,05 APR 1976,SKN,2,,Guadalajara (MEX),25 OCT 2011,1193
87,10.05,+2.0,Ivory WILLIAMS,02 MAY 1985,USA,1,,"Lawrence, KS (USA)",23 APR 2011,1189
87,10.05,0.0,Nickel ASHMEADE,07 APR 1990,JAM,1f3,,Ponce (PUR),14 MAY 2011,1189
87,10.05,0.0,Dwain CHAMBERS,05 APR 1978,GBR,1,,Rio de Janeiro (BRA),26 MAY 2011,1189
87,10.05,+0.3,Kim COLLINS,05 APR 1976,SKN,1,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1189
87,10.05,+0.7,Nesta CARTER,11 OCT 1985,JAM,1h2,,Kingston (JAM),23 JUN 2011,1189
87,10.05,+1.3,Jeff DEMPS,08 JAN 1990,USA,5,,"Hayward Field, Eugene, OR (USA)",24 JUN 2011,1189
87,10.05,-0.3,Daniel BAILEY,09 SEP 1986,ANT,1,,Reims (FRA),05 JUL 2011,1190
87,10.05,+0.4,Richard THOMPSON,07 JUN 1985,TTO,4,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1189
87,10.05,-0.5,Keston BLEDMAN,08 MAR 1988,TTO,1,,Mayagüez (PUR),15 JUL 2011,1192
87,10.05,-0.4,Walter DIX,31 JAN 1986,USA,2sf1,,"DS, Daegu (KOR)",28 AUG 2011,1191
87,10.05,-1.0,Usain BOLT,21 AUG 1986,JAM,1sf2,,"DS, Daegu (KOR)",28 AUG 2011,1195
87,10.05,+0.8,Richard THOMPSON,07 JUN 1985,TTO,1,,Dubnica nad Váhom (SVK),15 SEP 2011,1189
87,10.05,+1.3,Lerone CLARKE,07 JUL 1981,JAM,3,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1189
100,10.06,+1.3,Gerald PHIRI,06 OCT 1988,ZAM,1,,"Austin, TX (USA)",09 APR 2011,1186
100,10.06,+0.7,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,1,,"Walnut, CA (USA)",16 APR 2011,1186
100,10.06,0.0,Justin GATLIN,10 FEB 1982,USA,2f3,,Ponce (PUR),14 MAY 2011,1186
100,10.06,+2.0,Dexter LEE,18 JAN 1991,JAM,2f1,,São Paulo (BRA),22 MAY 2011,1186
100,10.06,+0.3,Michael FRATER,06 OCT 1982,JAM,1,,Kaohsiung (TPE),28 MAY 2011,1186
100,10.06,+1.4,Kim COLLINS,05 APR 1976,SKN,1f3,,Basseterre (SKN),19 JUN 2011,1186
100,10.06,-0.7,Richard THOMPSON,07 JUN 1985,TTO,1f3,,Lignano Sabbiadoro (ITA),19 JUL 2011,1190
100,10.06,-1.1,Yohan BLAKE,26 DEC 1989,JAM,1,,Barcelona (ESP),22 JUL 2011,1192
100,10.06,+0.5,Lerone CLARKE,07 JUL 1981,JAM,1,,Lappeenranta (FIN),13 AUG 2011,1186
100,10.06,+1.0,Keston BLEDMAN,08 MAR 1988,TTO,2,,Port-of-Spain (TTO),13 AUG 2011,1186
100,10.06,0.0,Michael FRATER,06 OCT 1982,JAM,4,,"Letzigrund, Zürich (SUI)",08 SEP 2011,1186
100,10.06,+0.1,Lerone CLARKE,07 JUL 1981,JAM,2,,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,1186
100,10.06,+2.0,Ogho-Oghene EGWERO,26 NOV 1988,NGR,1sf2,,Maputo (MOZ),12 SEP 2011,1186
113,10.07,+0.7,Michael RODGERS,24 APR 1985,USA,2,,"Walnut, CA (USA)",16 APR 2011,1182
113,10.07,+1.0,Dwain CHAMBERS,05 APR 1978,GBR,2f2,,"Olympiastadion, Stockholm (SWE)",18 JUN 2011,1182
113,10.07,+1.3,Travis PADGETT,13 DEC 1986,USA,2h2,,"Hayward Field, Eugene, OR (USA)",23 JUN 2011,1182
113,10.07,+0.6,Darvis PATTON,04 DEC 1977,USA,1f4,,Lignano Sabbiadoro (ITA),19 JUL 2011,1182
113,10.07,+0.2,Femi OGUNODE,15 MAY 1991,QAT,1,,Rio de Janeiro (BRA),21 JUL 2011,1182
113,10.07,+0.3,Jimmy VICAUT,27 FEB 1992,FRA,1,,"Kadrioru staadion, Tallinn (EST)",22 JUL 2011,1182
113,10.07,+1.0,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,5,,"Stade Louis II, Monaco (MON)",22 JUL 2011,1182
113,10.07,+2.0,Jimmy VICAUT,27 FEB 1992,FRA,2,,Albi (FRA),29 JUL 2011,1182
113,10.07,+1.0,Aaron ARMSTRONG,14 OCT 1977,TTO,3,,Port-of-Spain (TTO),13 AUG 2011,1182
113,10.07,+0.8,Kim COLLINS,05 APR 1976,SKN,2,,Dubnica nad Váhom (SVK),15 SEP 2011,1182
123,10.08,+0.6,Christophe LEMAITRE,11 JUN 1990,FRA,1f1,,Bondoufle (FRA),22 MAY 2011,1179
123,10.08,-0.2,Daniel BAILEY,09 SEP 1986,ANT,3f1,,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011,1180
123,10.08,+0.6,Lerone CLARKE,07 JUL 1981,JAM,1h1,,"Clermont, FL (USA)",11 JUN 2011,1179
123,10.08,+1.9,Justin GATLIN,10 FEB 1982,USA,1h1,,"Hayward Field, Eugene, OR (USA)",23 JUN 2011,1179
123,10.08,+1.9,Darvis PATTON,04 DEC 1977,USA,2h1,,"Hayward Field, Eugene, OR (USA)",23 JUN 2011,1179
123,10.08,-1.8,Asafa POWELL,23 NOV 1982,JAM,1,,Kingston (JAM),24 JUN 2011,1189
123,10.08,-0.3,Justin GATLIN,10 FEB 1982,USA,2,,Reims (FRA),05 JUL 2011,1180
123,10.08,+1.0,Nesta CARTER,11 OCT 1985,JAM,2h2,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1179
123,10.08,+1.8,Walter DIX,31 JAN 1986,USA,1,,Halifax (CAN),10 JUL 2011,1179
123,10.08,-1.4,Walter DIX,31 JAN 1986,USA,2,,"DS, Daegu (KOR)",28 AUG 2011,1187
123,10.08,-0.8,Kim COLLINS,05 APR 1976,SKN,1sf3,,"DS, Daegu (KOR)",28 AUG 2011,1183
123,10.08,+0.1,Justin GATLIN,10 FEB 1982,USA,3,,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,1179
123,10.08,+0.1,Richard THOMPSON,07 JUN 1985,TTO,3,,"Olympiastadion, Berlin (GER)",11 SEP 2011,1179
136,10.09,+1.4,Jak Ali HARVEY,04 MAY 1989,JAM,1,,"National Stadium, Kingston (JAM)",07 MAY 2011,1176
136,10.09,+0.3,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,3,,"DS, Daegu (KOR)",12 MAY 2011,1176
136,10.09,0.0,Keston BLEDMAN,08 MAR 1988,TTO,3f3,,Ponce (PUR),14 MAY 2011,1176
136,10.09,+0.8,Aziz OUHADI,24 JUL 1984,MAR,1f1,,Dakar (SEN),28 MAY 2011,1176
136,10.09,-0.2,Kim COLLINS,05 APR 1976,SKN,4f1,,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011,1177
136,10.09,+0.9,Dwain CHAMBERS,05 APR 1978,GBR,4,,Montreuil-sous-Bois (FRA),07 JUN 2011,1176
136,10.09,+1.5,Rakieem SALAAM,05 APR 1990,USA,1h3,,"Hayward Field, Eugene, OR (USA)",23 JUN 2011,1176
136,10.09,+1.3,Darvis PATTON,04 DEC 1977,USA,6,,"Hayward Field, Eugene, OR (USA)",24 JUN 2011,1176
136,10.09,+1.4,Darvis PATTON,04 DEC 1977,USA,2sf1,,"Hayward Field, Eugene, OR (USA)",24 JUN 2011,1176
136,10.09,-1.8,Yohan BLAKE,26 DEC 1989,JAM,2,,Kingston (JAM),24 JUN 2011,1186
136,10.09,-0.3,Keston BLEDMAN,08 MAR 1988,TTO,3,,Reims (FRA),05 JUL 2011,1177
136,10.09,+1.2,Michael FRATER,06 OCT 1982,JAM,1h1,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1176
136,10.09,+1.0,Richard THOMPSON,07 JUN 1985,TTO,3h2,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1176
136,10.09,+1.0,Keston BLEDMAN,08 MAR 1988,TTO,4h2,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1176
136,10.09,+1.9,Christophe LEMAITRE,11 JUN 1990,FRA,1h1,,Albi (FRA),29 JUL 2011,1176
136,10.09,+1.2,Dwain CHAMBERS,05 APR 1978,GBR,1,,Birmingham (GBR),30 JUL 2011,1176
136,10.09,0.0,Richard THOMPSON,07 JUN 1985,TTO,2h2,,"Crystal Palace, London (GBR)",05 AUG 2011,1176
136,10.09,+1.0,Marc BURNS,07 JAN 1983,TTO,4,,Port-of-Spain (TTO),13 AUG 2011,1176
136,10.09,-1.4,Kim COLLINS,05 APR 1976,SKN,3,,"DS, Daegu (KOR)",28 AUG 2011,1184
136,10.09,0.0,Kim COLLINS,05 APR 1976,SKN,5,,"Letzigrund, Zürich (SUI)",08 SEP 2011,1176
136,10.09,-0.8,Lerone CLARKE,07 JUL 1981,JAM,1f2,,"Letzigrund, Zürich (SUI)",08 SEP 2011,1180
136,10.09,+0.8,Michael FRATER,06 OCT 1982,JAM,3,,Dubnica nad Váhom (SVK),15 SEP 2011,1176
158,10.10,+0.3,Churandy MARTINA,03 JUL 1984,NED,2,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1172
158,10.10,-1.6,Justin GATLIN,10 FEB 1982,USA,1,,"Moratalaz, Madrid (ESP)",09 JUL 2011,1181
158,10.10,+1.2,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,2h1,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1172
158,10.10,-1.6,Nesta CARTER,11 OCT 1985,JAM,1,,Padova (ITA),17 JUL 2011,1181
158,10.10,0.0,Daniel BAILEY,09 SEP 1986,ANT,3h2,,"Crystal Palace, London (GBR)",05 AUG 2011,1172
158,10.10,-0.7,Usain BOLT,21 AUG 1986,JAM,1h6,,"DS, Daegu (KOR)",27 AUG 2011,1176
158,10.10,-0.4,Jimmy VICAUT,27 FEB 1992,FRA,3sf1,,"DS, Daegu (KOR)",28 AUG 2011,1174
158,10.10,+0.8,Dwain CHAMBERS,05 APR 1978,GBR,4,,Dubnica nad Váhom (SVK),15 SEP 2011,1172
166,10.11,+1.4,Travis PADGETT,13 DEC 1986,USA,1f1,,"Clemson, SC (USA)",07 MAY 2011,1169
166,10.11,+1.1,James DASAOLU,05 SEP 1987,GBR,1f1,,Genève (SUI),28 MAY 2011,1169
166,10.11,+1.1,Mario FORSYTHE,30 OCT 1985,JAM,1h1,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1169
166,10.11,+1.5,Walter DIX,31 JAN 1986,USA,2h3,,"Hayward Field, Eugene, OR (USA)",23 JUN 2011,1169
166,10.11,-1.6,Michael FRATER,06 OCT 1982,JAM,1,,"Meteor, Zhukovskiy (RUS)",03 JUL 2011,1178
166,10.11,+0.3,Rakieem SALAAM,05 APR 1990,USA,1h2,,Bottrop (GER),15 JUL 2011,1169
166,10.11,-0.5,Daniel BAILEY,09 SEP 1986,ANT,2,,Mayagüez (PUR),15 JUL 2011,1172
166,10.11,-0.1,Ngonidzashe MAKUSHA,11 MAR 1987,ZIM,1f1,,Karlstad (SWE),02 AUG 2011,1169
166,10.11,+0.5,Ainsley WAUGH,17 SEP 1981,JAM,2,,Lappeenranta (FIN),13 AUG 2011,1169
166,10.11,-1.0,Christophe LEMAITRE,11 JUN 1990,FRA,2sf2,,"DS, Daegu (KOR)",28 AUG 2011,1175
166,10.11,-0.4,Nickel ASHMEADE,07 APR 1990,JAM,1f1,,Rovereto (ITA),13 SEP 2011,1171
166,10.11,-0.4,Michael FRATER,06 OCT 1982,JAM,2f1,,Rovereto (ITA),13 SEP 2011,1171
178,10.12,+0.3,Mario FORSYTHE,30 OCT 1985,JAM,3,,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011,1165
178,10.12,+0.6,Kim COLLINS,05 APR 1976,SKN,4,,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1165
178,10.12,+1.1,James DASAOLU,05 SEP 1987,GBR,1f1,,Genève (SUI),28 MAY 2011,1165
178,10.12,+0.7,Jak Ali HARVEY,04 MAY 1989,JAM,2h2,,Kingston (JAM),23 JUN 2011,1165
178,10.12,-1.8,Nesta CARTER,11 OCT 1985,JAM,3,,Kingston (JAM),24 JUN 2011,1175
178,10.12,+0.6,Mario FORSYTHE,30 OCT 1985,JAM,3sf1,,Kingston (JAM),24 JUN 2011,1165
178,10.12,-1.8,Jimmy VICAUT,27 FEB 1992,FRA,1h1,,"Kadrioru staadion, Tallinn (EST)",21 JUL 2011,1175
178,10.12,+1.0,Emmanuel CALLENDER,10 MAY 1984,TTO,5,,Port-of-Spain (TTO),13 AUG 2011,1165
178,10.12,-1.3,Yohan BLAKE,26 DEC 1989,JAM,1h4,,"DS, Daegu (KOR)",27 AUG 2011,1172
178,10.12,0.0,Nesta CARTER,11 OCT 1985,JAM,6,,"Letzigrund, Zürich (SUI)",08 SEP 2011,1165
178,10.12,+0.5,Justin GATLIN,10 FEB 1982,USA,1h1,,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,1165
178,10.12,+0.1,Michael FRATER,06 OCT 1982,JAM,4,,"Olympiastadion, Berlin (GER)",11 SEP 2011,1165
178,10.12,+1.3,Justin GATLIN,10 FEB 1982,USA,4,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1165
178,10.12,-0.2,Christophe LEMAITRE,11 JUN 1990,FRA,1,,Nice (FRA),18 SEP 2011,1166
178,10.12,-1.2,Christophe LEMAITRE,11 JUN 1990,FRA,1f1,,La Roche-sur-Yon (FRA),09 OCT 2011,1172
193,10.13,+2.0,Martial MBANDJOCK,14 OCT 1985,FRA,2,,"Lawrence, KS (USA)",23 APR 2011,1162
193,10.13,+1.7,Prezel HARDY,01 JUN 1992,USA,1f2,,"Waco, TX (USA)",23 APR 2011,1162
193,10.13,+1.8,Justin MURDOCK,21 APR 1989,USA,1h1,,"Clemson, SC (USA)",13 MAY 2011,1162
193,10.13,+2.0,Aziz OUHADI,24 JUL 1984,MAR,1,,Montgeron (FRA),15 MAY 2011,1162
193,10.13,-0.7,Dwain CHAMBERS,05 APR 1978,GBR,1f1,,Uberlandia (BRA),18 MAY 2011,1166
193,10.13,+0.6,Richard THOMPSON,07 JUN 1985,TTO,5,,"Stadio Olimpico, Roma (ITA)",26 MAY 2011,1162
193,10.13,+1.1,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,2f1,,Genève (SUI),28 MAY 2011,1162
193,10.13,+0.3,Richard THOMPSON,07 JUN 1985,TTO,3,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1162
193,10.13,+1.1,Kim COLLINS,05 APR 1976,SKN,2h1,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1162
193,10.13,+1.1,Rae Monzavous EDWARDS,07 MAY 1981,USA,3h1,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1162
193,10.13,-1.1,Ngonidzashe MAKUSHA,11 MAR 1987,ZIM,1h3,,"Des Moines, IA (USA)",08 JUN 2011,1168
193,10.13,+0.6,Dexter LEE,18 JAN 1991,JAM,3sf2,,Kingston (JAM),24 JUN 2011,1162
193,10.13,-1.6,Dwain CHAMBERS,05 APR 1978,GBR,2,,"Moratalaz, Madrid (ESP)",09 JUL 2011,1171
193,10.13,+1.2,Michael RODGERS,24 APR 1985,USA,3h1,,"Alexander Stadium, Birmingham (GBR)",10 JUL 2011,1162
193,10.13,+0.3,Travis PADGETT,13 DEC 1986,USA,1f2,,Liège (BEL),13 JUL 2011,1162
193,10.13,+1.4,Lerone CLARKE,07 JUL 1981,JAM,1,,Arzana (ITA),30 JUL 2011,1162
193,10.13,+1.0,Darrel BROWN,11 OCT 1984,TTO,6,,Port-of-Spain (TTO),13 AUG 2011,1162
193,10.13,-1.7,Kim COLLINS,05 APR 1976,SKN,1h1,,"DS, Daegu (KOR)",27 AUG 2011,1172
193,10.13,-0.3,Lerone CLARKE,07 JUL 1981,JAM,2h2,,"Stadio Guidobaldi, Rieti (ITA)",10 SEP 2011,1163
193,10.13,+1.8,Amr Ibrahim Mostafa SEOUD,10 JUN 1986,EGY,1sf1,,Maputo (MOZ),12 SEP 2011,1162
