Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
20,9.94,+0.4,Asafa POWELL,23 NOV 1982,JAM,1,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1227
31,9.95,+1.4,Yohan BLAKE,26 DEC 1989,JAM,1f10,,Kingston (JAM),16 APR 2016,1224
31,9.95,+0.7,Yohan BLAKE,26 DEC 1989,JAM,1,,Kingston (JAM),01 JUL 2016,1224
31,9.95,+0.4,Yohan BLAKE,26 DEC 1989,JAM,1sf2,,Kingston (JAM),01 JUL 2016,1224
31,9.95,+1.7,Christian COLEMAN,06 MAR 1996,USA,2sf1,,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1224
31,9.95,+0.2,Jimmy VICAUT,27 FEB 1992,FRA,1sf1,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1224
36,9.96,+0.4,Akani SIMBINE,21 SEP 1993,RSA,1,,Pretoria (RSA),08 MAR 2016,1220
36,9.96,+1.6,Senoj-Jay GIVANS,30 DEC 1993,JAM,1sf3,,"Eugene, OR (USA)",08 JUN 2016,1220
36,9.96,+2.0,Aaron BROWN,27 MAY 1992,CAN,1h1,,"Montverde, FL (USA)",11 JUN 2016,1220
36,9.96,+0.7,Nickel ASHMEADE,07 APR 1990,JAM,2,,Kingston (JAM),01 JUL 2016,1220
36,9.96,+0.3,Jimmy VICAUT,27 FEB 1992,FRA,1h2,,"Olympic Stadium, London (GBR)",22 JUL 2016,1220
36,9.96,+2.0,Joel FEARON,11 OCT 1988,GBR,1,,Bedford (GBR),30 JUL 2016,1220
36,9.96,+0.2,Ben Youssef MEITÉ,11 NOV 1986,CIV,6,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1220
36,9.96,+0.5,Asafa POWELL,23 NOV 1982,JAM,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1220
36,9.96,-0.1,Ben Youssef MEITÉ,11 NOV 1986,CIV,1,,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2016,1220
45,9.97,-0.1,Michael RODGERS,24 APR 1985,USA,2,,"National Stadium, Beijing (CHN)",18 MAY 2016,1217
45,9.97,+2.0,Tyson GAY,09 AUG 1982,USA,2h1,,"Montverde, FL (USA)",11 JUN 2016,1217
45,9.97,+1.7,Richard THOMPSON,07 JUN 1985,TTO,1f2,,Port-of-Spain (TTO),25 JUN 2016,1217
45,9.97,+0.2,Ben Youssef MEITÉ,11 NOV 1986,CIV,2sf1,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1217
49,9.98,+1.5,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,,Bloemfontein (RSA),12 MAR 2016,1213
49,9.98,-0.4,Usain BOLT,21 AUG 1986,JAM,1,,"Mestský Stadion, Ostrava (CZE)",20 MAY 2016,1215
49,9.98,+1.0,Asafa POWELL,23 NOV 1982,JAM,4f1,,Kingston (JAM),11 JUN 2016,1213
49,9.98,+1.6,Marvin BRACY,15 DEC 1993,USA,3,,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1213
49,9.98,+0.2,Akani SIMBINE,21 SEP 1993,RSA,3sf1,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1213
54,9.99,+2.0,Omar MCLEOD,25 APR 1994,JAM,1f3,,"Fayetteville, AR (USA)",23 APR 2016,1210
54,9.99,+1.0,Jimmy VICAUT,27 FEB 1992,FRA,3f1,,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1210
54,9.99,+1.1,Ben Youssef MEITÉ,11 NOV 1986,CIV,1,,"Stadion Juliska, Praha (CZE)",06 JUN 2016,1210
54,9.99,+1.7,Rondel SORRILLO,24 JAN 1986,TTO,2f2,,Port-of-Spain (TTO),25 JUN 2016,1210
54,9.99,-0.1,Andre DE GRASSE,10 NOV 1994,CAN,1,,Edmonton (CAN),09 JUL 2016,1210
54,9.99,+0.4,Akani SIMBINE,21 SEP 1993,RSA,2,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1210
54,9.99,+0.4,Ben Youssef MEITÉ,11 NOV 1986,CIV,3,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1210
61,10.00,+1.0,Kemar BAILEY-COLE,10 JAN 1992,JAM,5f1,,Kingston (JAM),11 JUN 2016,1206
61,10.00,+1.9,John TEETERS,19 MAY 1993,USA,1h5,,"Hayward Field, Eugene, OR (USA)",02 JUL 2016,1206
61,10.00,+1.6,Michael RODGERS,24 APR 1985,USA,4,,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1206
61,10.00,+1.8,Joel FEARON,11 OCT 1988,GBR,1,,Manchester (GBR),17 AUG 2016,1206
61,10.00,-0.1,Akani SIMBINE,21 SEP 1993,RSA,2,,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2016,1206
66,10.01,+1.5,Akani SIMBINE,21 SEP 1993,RSA,1,,Pretoria (RSA),12 MAR 2016,1203
66,10.01,+1.1,Wilfried KOFFI HUA,12 OCT 1987,CIV,1f2,,"Tempe, AZ (USA)",09 APR 2016,1203
66,10.01,0.0,Cejhae GREENE,06 OCT 1995,ANT,1f1,,"Athens, GA (USA)",30 APR 2016,1203
66,10.01,+1.0,Kemar BAILEY-COLE,10 JAN 1992,JAM,1,,"National Stadium, Kingston (JAM)",07 MAY 2016,1203
66,10.01,+0.8,Femi OGUNODE,15 MAY 1991,QAT,1f1,,Šamorín (SVK),04 JUN 2016,1203
66,10.01,+0.2,Asafa POWELL,23 NOV 1982,JAM,1,,"Atlanta, GA (USA)",04 JUN 2016,1203
66,10.01,+1.0,Akani SIMBINE,21 SEP 1993,RSA,6f1,,Kingston (JAM),11 JUN 2016,1203
66,10.01,+1.8,Aaron BROWN,27 MAY 1992,CAN,2f1,,"Montverde, FL (USA)",11 JUN 2016,1203
66,10.01,+1.8,Yoshihide KIRYU,15 DEC 1995,JPN,1sf4,,Hiratsuka (JPN),11 JUN 2016,1203
66,10.01,+0.4,Nickel ASHMEADE,07 APR 1990,JAM,2sf2,,Kingston (JAM),01 JUL 2016,1203
66,10.01,+2.0,Tyson GAY,09 AUG 1982,USA,2sf2,,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1203
66,10.01,+1.9,Richard KILTY,02 SEP 1989,GBR,1er,,Hexham (GBR),16 JUL 2016,1203
66,10.01,+1.8,Julian REUS,29 APR 1988,GER,1f2,,Mannheim (GER),29 JUL 2016,1203
66,10.01,+0.8,Justin GATLIN,10 FEB 1982,USA,1h2,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1203
66,10.01,+0.2,Trayvon BROMELL,10 JUL 1995,USA,3sf2,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1203
66,10.01,+0.2,Chijindu UJAH,05 MAR 1994,GBR,4sf2,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1203
66,10.01,0.0,Yohan BLAKE,26 DEC 1989,JAM,2sf3,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1203
66,10.01,+0.5,Ben Youssef MEITÉ,11 NOV 1986,CIV,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1203
66,10.01,-0.1,Churandy MARTINA,03 JUL 1984,NED,3,,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2016,1203
66,10.01,+1.5,Asafa POWELL,23 NOV 1982,JAM,1,,"Sports Park Mladost, Zagreb (CRO)",06 SEP 2016,1203
86,10.02,-0.4,Justin GATLIN,10 FEB 1982,USA,1,,"Todoroki Stadium, Kawasaki (JPN)",08 MAY 2016,1201
86,10.02,+1.8,Clayton VAUGHN,15 MAY 1992,USA,3f1,,"Montverde, FL (USA)",11 JUN 2016,1199
86,10.02,+0.7,Jevaughn MINZIE,20 JUL 1995,JAM,3,,Kingston (JAM),01 JUL 2016,1199
86,10.02,+0.4,Asafa POWELL,23 NOV 1982,JAM,3sf2,,Kingston (JAM),01 JUL 2016,1199
86,10.02,+1.7,Clayton VAUGHN,15 MAY 1992,USA,3sf1,,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1199
86,10.02,+0.4,Jimmy VICAUT,27 FEB 1992,FRA,1,,"Olympic Stadium, London (GBR)",22 JUL 2016,1199
86,10.02,-0.3,Andre DE GRASSE,10 NOV 1994,CAN,1,,"Houston, TX (USA)",23 JUL 2016,1200
93,10.03,+1.1,Ameer WEBB,19 MAR 1991,USA,2f2,,"Tempe, AZ (USA)",09 APR 2016,1196
93,10.03,+0.6,Nickel ASHMEADE,07 APR 1990,JAM,2f1,,"Gainesville, FL (USA)",22 APR 2016,1196
93,10.03,+0.6,Isiah YOUNG,05 JAN 1990,USA,2f1,,"Gainesville, FL (USA)",22 APR 2016,1196
93,10.03,+1.1,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,,Polokwane (RSA),29 APR 2016,1196
93,10.03,+1.6,Nickel ASHMEADE,07 APR 1990,JAM,1h4,,"Clermont, FL (USA)",30 APR 2016,1196
93,10.03,+0.9,Kemarley BROWN,20 JUL 1992,BRN,1,,"National Stadium, Kingston (JAM)",07 MAY 2016,1196
93,10.03,+1.0,Michael RODGERS,24 APR 1985,USA,2,,"National Stadium, Kingston (JAM)",07 MAY 2016,1196
93,10.03,+1.1,Yohan BLAKE,26 DEC 1989,JAM,1f1,,Herzogenaurach (GER),14 MAY 2016,1196
93,10.03,+0.4,Tyson GAY,09 AUG 1982,USA,1f1,,"Clermont, FL (USA)",14 MAY 2016,1196
93,10.03,+1.9,Tyson GAY,09 AUG 1982,USA,1h1,,"Clermont, FL (USA)",14 MAY 2016,1196
93,10.03,+2.0,Walter DIX,31 JAN 1986,USA,1f1,,"Tampa, FL (USA)",27 MAY 2016,1196
93,10.03,+1.6,Christian COLEMAN,06 MAR 1996,USA,2sf3,,"Eugene, OR (USA)",08 JUN 2016,1196
93,10.03,+1.0,Ramon GITTENS,20 JUL 1987,BAR,7f1,,Kingston (JAM),11 JUN 2016,1196
93,10.03,+1.6,Jason LIVERMORE,25 APR 1988,JAM,1f2,,Kingston (JAM),11 JUN 2016,1196
93,10.03,+0.5,Julian REUS,29 APR 1988,GER,1f2,,Zeulenroda (GER),24 JUN 2016,1196
93,10.03,+0.7,Asafa POWELL,23 NOV 1982,JAM,4,,Kingston (JAM),01 JUL 2016,1196
93,10.03,+0.7,Kemar BAILEY-COLE,10 JAN 1992,JAM,5,,Kingston (JAM),01 JUL 2016,1196
93,10.03,+1.8,Justin GATLIN,10 FEB 1982,USA,1h2,,"Hayward Field, Eugene, OR (USA)",02 JUL 2016,1196
93,10.03,+1.6,Tyson GAY,09 AUG 1982,USA,5,,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1196
93,10.03,+1.5,Jimmy VICAUT,27 FEB 1992,FRA,1sf1,,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1196
93,10.03,+0.2,Ben Youssef MEITÉ,11 NOV 1986,CIV,1h5,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1196
93,10.03,+0.2,Jak Ali HARVEY,04 MAY 1989,TUR,4sf1,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1196
93,10.03,+0.5,Ryota YAMAGATA,10 JUN 1992,JPN,1,,Osaka (JPN),25 SEP 2016,1196
116,10.04,+1.9,Abdullah Abkar MOHAMMED,01 JAN 1997,KSA,1f3,,"Walnut, CA (USA)",15 APR 2016,1193
116,10.04,-0.1,Trayvon BROMELL,10 JUL 1995,USA,1f6,,"Waco, TX (USA)",23 APR 2016,1193
116,10.04,+0.3,Asafa POWELL,23 NOV 1982,JAM,1,,Baie Mahault (FRA),14 MAY 2016,1193
116,10.04,+0.3,Michael RODGERS,24 APR 1985,USA,1f1,,Bellinzona (SUI),06 JUN 2016,1193
116,10.04,+1.0,Michael FRATER,06 OCT 1982,JAM,8f1,,Kingston (JAM),11 JUN 2016,1193
116,10.04,+1.0,Hassan TAFTIAN,04 MAY 1993,IRI,1,,"Moratalaz, Madrid (ESP)",23 JUN 2016,1193
116,10.04,-0.9,Usain BOLT,21 AUG 1986,JAM,1sf1,,Kingston (JAM),01 JUL 2016,1198
116,10.04,+0.4,Kemar BAILEY-COLE,10 JAN 1992,JAM,4sf2,,Kingston (JAM),01 JUL 2016,1193
116,10.04,+1.9,Clayton VAUGHN,15 MAY 1992,USA,2h5,,"Hayward Field, Eugene, OR (USA)",02 JUL 2016,1193
116,10.04,+1.5,James ELLINGTON,06 SEP 1985,GBR,2sf1,,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1193
116,10.04,+0.6,Jak Ali HARVEY,04 MAY 1989,TUR,1sf2,,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1193
116,10.04,+1.7,Joel FEARON,11 OCT 1988,GBR,1er1,,Loughborough (GBR),16 JUL 2016,1193
116,10.04,+1.5,Reece PRESCOD,29 FEB 1996,GBR,1h1,,Bedford (GBR),30 JUL 2016,1193
116,10.04,-0.5,Andre DE GRASSE,10 NOV 1994,CAN,1h4,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1196
116,10.04,+0.2,Jimmy VICAUT,27 FEB 1992,FRA,7,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1193
131,10.05,+0.1,Usain BOLT,21 AUG 1986,JAM,1,,George Town (CAY),14 MAY 2016,1189
131,10.05,+1.0,Ben Youssef MEITÉ,11 NOV 1986,CIV,1,,"Greensboro, NC (USA)",15 MAY 2016,1189
131,10.05,+1.6,Markesh WOODSON,06 SEP 1993,USA,3sf3,,"Eugene, OR (USA)",08 JUN 2016,1189
131,10.05,+1.1,Barakat AL HARTHI,15 JUN 1988,OMA,1,,Stara Zagora (BUL),09 JUN 2016,1189
131,10.05,+2.0,Justin WALKER,30 NOV 1990,USA,3h1,,"Montverde, FL (USA)",11 JUN 2016,1189
131,10.05,-0.9,Senoj-Jay GIVANS,30 DEC 1993,JAM,2sf1,,Kingston (JAM),01 JUL 2016,1194
131,10.05,+0.3,Julian FORTE,07 JAN 1993,JAM,2h2,,"Olympic Stadium, London (GBR)",22 JUL 2016,1189
131,10.05,+0.1,Asafa POWELL,23 NOV 1982,JAM,1h1,,"Houston, TX (USA)",23 JUL 2016,1189
131,10.05,+0.2,Nickel ASHMEADE,07 APR 1990,JAM,5sf1,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1189
131,10.05,+0.2,Ryota YAMAGATA,10 JUN 1992,JPN,5sf2,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1189
131,10.05,+0.5,Joel FEARON,11 OCT 1988,GBR,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1189
131,10.05,-0.1,Joel FEARON,11 OCT 1988,GBR,4,,"Stade de France, Paris-St-Denis (FRA)",27 AUG 2016,1189
143,10.06,-0.1,Akani SIMBINE,21 SEP 1993,RSA,1sf1,,Stellenbosch (RSA),15 APR 2016,1186
143,10.06,+0.8,Walter DIX,31 JAN 1986,USA,1f1,,"Tallahassee, FL (USA)",16 APR 2016,1186
143,10.06,+1.7,Jeff DEMPS,08 JAN 1990,USA,1h2,,"Clermont, FL (USA)",30 APR 2016,1186
143,10.06,0.0,Kendal WILLIAMS,23 SEP 1995,USA,2f1,,"Athens, GA (USA)",30 APR 2016,1186
143,10.06,+1.0,Julian FORTE,07 JAN 1993,JAM,3,,"National Stadium, Kingston (JAM)",07 MAY 2016,1186
143,10.06,+0.5,Chijindu UJAH,05 MAR 1994,GBR,1f1,,Loughborough (GBR),22 MAY 2016,1186
143,10.06,-0.5,Ryota YAMAGATA,10 JUN 1992,JPN,1er,,Tottori (JPN),05 JUN 2016,1189
143,10.06,+1.0,Bruno HORTELANO,18 SEP 1991,ESP,2,,"Moratalaz, Madrid (ESP)",23 JUN 2016,1186
143,10.06,+0.7,Senoj-Jay GIVANS,30 DEC 1993,JAM,6,,Kingston (JAM),01 JUL 2016,1186
143,10.06,+1.6,Christian COLEMAN,06 MAR 1996,USA,6,,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1186
143,10.06,+2.0,Quentin BUTLER,18 SEP 1992,USA,1,,"Eugene, OR (USA)",29 JUL 2016,1186
143,10.06,+0.2,Trayvon BROMELL,10 JUL 1995,USA,8,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1186
143,10.06,+1.5,Joel FEARON,11 OCT 1988,GBR,2,,"Sports Park Mladost, Zagreb (CRO)",06 SEP 2016,1186
156,10.07,+1.6,Warren WEIR,31 OCT 1989,JAM,1f9,,Kingston (JAM),16 APR 2016,1182
156,10.07,+1.0,Andrew FISHER,15 DEC 1991,BRN,4,,"National Stadium, Kingston (JAM)",07 MAY 2016,1182
156,10.07,+1.9,Christopher BELCHER,29 JAN 1994,USA,1,,"Greensboro, NC (USA)",07 MAY 2016,1182
156,10.07,0.0,Femi OGUNODE,15 MAY 1991,QAT,2,,"Shanghai Stadium, Shanghai (CHN)",14 MAY 2016,1182
156,10.07,+1.8,Julian REUS,29 APR 1988,GER,1h1,,Regensburg (GER),05 JUN 2016,1182
156,10.07,+1.6,Kenzo COTTON,13 MAY 1996,USA,4sf3,,"Eugene, OR (USA)",08 JUN 2016,1182
156,10.07,+0.6,Andre DE GRASSE,10 NOV 1994,CAN,1,,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1182
156,10.07,+2.0,Keston BLEDMAN,08 MAR 1988,TTO,1f2,,"Montverde, FL (USA)",11 JUN 2016,1182
156,10.07,0.0,Nickel ASHMEADE,07 APR 1990,JAM,1h3,,Kingston (JAM),30 JUN 2016,1182
156,10.07,-0.9,Jevaughn MINZIE,20 JUL 1995,JAM,3sf1,,Kingston (JAM),01 JUL 2016,1187
156,10.07,+0.4,Jason LIVERMORE,25 APR 1988,JAM,5sf2,,Kingston (JAM),01 JUL 2016,1182
156,10.07,+1.8,Kendal WILLIAMS,23 SEP 1995,USA,2h2,,"Hayward Field, Eugene, OR (USA)",02 JUL 2016,1182
156,10.07,+1.6,Jarrion LAWSON,06 MAY 1994,USA,7,,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1182
156,10.07,0.0,Churandy MARTINA,03 JUL 1984,NED,1,,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1182
156,10.07,0.0,Jak Ali HARVEY,04 MAY 1989,TUR,2,,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1182
156,10.07,+1.5,Ramil GULIYEV,29 MAY 1990,TUR,3sf1,,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1182
156,10.07,-0.1,Aaron BROWN,27 MAY 1992,CAN,2,,Edmonton (CAN),09 JUL 2016,1182
156,10.07,+0.4,Isiah YOUNG,05 JAN 1990,USA,2,,"Olympic Stadium, London (GBR)",22 JUL 2016,1182
156,10.07,-0.4,Usain BOLT,21 AUG 1986,JAM,1h7,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1184
156,10.07,0.0,Christophe LEMAITRE,11 JUN 1990,FRA,3sf3,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1182
156,10.07,+0.4,Kim COLLINS,05 APR 1976,SKN,1,,"Olympiastadion, Berlin (GER)",03 SEP 2016,1182
177,10.08,+1.0,Tyson GAY,09 AUG 1982,USA,5,,"National Stadium, Kingston (JAM)",07 MAY 2016,1179
177,10.08,+2.0,Ryota YAMAGATA,10 JUN 1992,JPN,1sf1,,Kumagaya (JPN),21 MAY 2016,1179
177,10.08,+1.2,Churandy MARTINA,03 JUL 1984,NED,1h1,,"FBK Stadium, Hengelo (NED)",22 MAY 2016,1179
177,10.08,+1.4,Richard THOMPSON,07 JUN 1985,TTO,1f1,,"Atlanta, GA (USA)",29 MAY 2016,1179
177,10.08,-0.5,Yoshihide KIRYU,15 DEC 1995,JPN,2er,,Tottori (JPN),05 JUN 2016,1182
177,10.08,+1.8,Gerald PHIRI,06 OCT 1988,ZAM,4f1,,"Montverde, FL (USA)",11 JUN 2016,1179
177,10.08,+1.8,Desmond LAWRENCE,19 DEC 1991,USA,4f1,,"Montverde, FL (USA)",11 JUN 2016,1179
177,10.08,-0.6,Jimmy VICAUT,27 FEB 1992,FRA,1f1,,Luzern (SUI),14 JUN 2016,1182
177,10.08,+1.4,Bruno HORTELANO,18 SEP 1991,ESP,1sf1,,"Moratalaz, Madrid (ESP)",23 JUN 2016,1179
177,10.08,+0.4,Everton CLARKE,24 DEC 1992,JAM,6sf2,,Kingston (JAM),01 JUL 2016,1179
177,10.08,+1.2,Marvin BRACY,15 DEC 1993,USA,2h3,,"Hayward Field, Eugene, OR (USA)",02 JUL 2016,1179
177,10.08,+1.7,Sean MCLEAN,23 MAR 1992,USA,4sf1,,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1179
177,10.08,0.0,Jimmy VICAUT,27 FEB 1992,FRA,3,,"Olympisch Stadion, Amsterdam (NED)",07 JUL 2016,1179
177,10.08,+0.3,Andre DE GRASSE,10 NOV 1994,CAN,1h3,,Edmonton (CAN),09 JUL 2016,1179
177,10.08,+1.7,Harry AIKINES-ARYEETEY,29 AUG 1988,GBR,2er1,,Loughborough (GBR),16 JUL 2016,1179
177,10.08,+0.3,Churandy MARTINA,03 JUL 1984,NED,3h2,,"Olympic Stadium, London (GBR)",22 JUL 2016,1179
177,10.08,-0.3,Asafa POWELL,23 NOV 1982,JAM,2,,"Houston, TX (USA)",23 JUL 2016,1180
177,10.08,-0.1,Zhenye XIE,17 AUG 1993,CHN,1h3,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1179
177,10.08,+0.2,Marvin BRACY,15 DEC 1993,USA,6sf1,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1179
177,10.08,0.0,Bingtian SU,29 AUG 1989,CHN,4sf3,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1179
177,10.08,+1.1,Yoshihide KIRYU,15 DEC 1995,JPN,1,,Kumagaya (JPN),03 SEP 2016,1179
198,10.09,+1.0,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,1f1,,"Austin, TX (USA)",16 APR 2016,1176
198,10.09,+1.0,Kim COLLINS,05 APR 1976,SKN,6,,"National Stadium, Kingston (JAM)",07 MAY 2016,1176
198,10.09,+0.7,Beejay LEE,05 MAR 1993,USA,1f1,,"Phoenix, AZ (USA)",21 MAY 2016,1176
198,10.09,+1.0,Femi OGUNODE,15 MAY 1991,QAT,4f1,,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1176
198,10.09,+1.3,Nethaneel MITCHELL-BLAKE,02 APR 1994,GBR,1sf1,,"Eugene, OR (USA)",08 JUN 2016,1176
198,10.09,+1.6,Ronnie BAKER,15 OCT 1993,USA,5sf3,,"Eugene, OR (USA)",08 JUN 2016,1176
198,10.09,+0.6,Michael RODGERS,24 APR 1985,USA,2,,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1176
198,10.09,+1.6,Daniel BAILEY,09 SEP 1986,ANT,2f2,,Kingston (JAM),11 JUN 2016,1176
198,10.09,+0.7,Christophe LEMAITRE,11 JUN 1990,FRA,1h2,,Angers (FRA),25 JUN 2016,1176
198,10.09,+0.1,Ramon GITTENS,20 JUL 1987,BAR,1,,Bridgetown (BAR),26 JUN 2016,1176
198,10.09,+1.9,Ronnie BAKER,15 OCT 1993,USA,3h5,,"Hayward Field, Eugene, OR (USA)",02 JUL 2016,1176
198,10.09,-0.1,Julian FORTE,07 JAN 1993,JAM,1,,"Stadion PGE Narodowy, Warszawa (POL)",28 AUG 2016,1176
