Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
35,9.91,+1.0,Terrence JONES,08 NOV 2002,BAH,1f1,,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,1238
35,9.91,+1.8,Shaun MASWANGANYI,01 FEB 2001,RSA,3,,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1238
42,9.92,-0.2,Seun OGUNKOYA,28 DEC 1977,NGR,2,,"SGJ, Johannesburg (RSA)",11 SEP 1998,1235
42,9.92,+2.0,Christophe LEMAITRE,11 JUN 1990,FRA,1,,Albi (FRA),29 JUL 2011,1234
42,9.92,+0.9,Jak Ali HARVEY,04 MAY 1989,TUR,1f2,,Erzurum (TUR),12 JUN 2016,1234
42,9.92,+1.4,Udodi Chudi ONWUZURIKE,29 JAN 2003,NGR,1h2,,"Hornet Stadium - Sac St., Sacramento, CA (USA)",26 MAY 2023,1234
46,9.93,+1.8,Patrick JOHNSON,26 SEP 1972,AUS,1,,Mito (JPN),05 MAY 2003,1231
46,9.93,+1.9,Kim COLLINS,05 APR 1976,SKN,1f2,,Bottrop (GER),29 MAY 2016,1231
46,9.93,+1.9,Arthur CISSÉ,29 DEC 1996,CIV,1,,Leverkusen (GER),24 JUL 2019,1231
46,9.93,-1.2,Reece PRESCOD,29 FEB 1996,GBR,1f1,,"Mestský Stadion, Ostrava (CZE)",31 MAY 2022,1238
46,9.93,+0.1,Eugene AMO-DADZIE,22 JUN 1992,GBR,1f,,"Stadion Eggenberg, Graz (AUT)",16 JUN 2023,1231
51,9.94,+0.9,Wayde VAN NIEKERK,15 JUL 1992,RSA,1f3,,Velenje (SLO),20 JUN 2017,1227
51,9.94,+1.3,Gift LEOTLELA,12 MAY 1998,RSA,1,,"UJ Stadium, Johannesburg (RSA)",14 MAY 2021,1227
51,9.94,+0.8,Joseph Paul AMOAH,12 JAN 1997,GHA,1,,"Hughes Stadium, Morgan St. Univ., Baltimore, MD (USA)",23 APR 2022,1227
54,9.95,+0.8,Ben JOHNSON,30 DEC 1961,CAN,1f1,,Moskva (URS),09 JUL 1986,1224
54,9.95,+1.8,Kemar HYMAN,11 OCT 1989,CAY,1h2,,"Moratalaz, Madrid (ESP)",07 JUL 2012,1224
54,9.95,+1.2,Thando ROTO,26 SEP 1995,RSA,2,,Pretoria (RSA),18 MAR 2017,1224
54,9.95,+2.0,Ryota YAMAGATA,10 JUN 1992,JPN,1f1,,"Athletic Stadium, Tottori (JPN)",06 JUN 2021,1224
58,9.96,+1.0,Marc BURNS,07 JAN 1983,TTO,1,,Port-of-Spain (TTO),25 JUN 2005,1220
58,9.96,+2.0,Aaron BROWN,27 MAY 1992,CAN,1h1,,"Montverde, FL (USA)",11 JUN 2016,1220
58,9.96,+0.2,Ben Youssef MEITÉ,11 NOV 1986,CIV,6,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1220
58,9.96,+1.6,Yupun ABEYKOON,31 DEC 1994,SRI,1f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",03 JUL 2022,1220
58,9.96,-0.1,Emmanuel ESEME,17 AUG 1993,CMR,1f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",02 JUL 2023,1220
58,9.96,+1.0,Felipe BARDI,08 OCT 1998,BRA,1,,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",09 SEP 2023,1220
58,9.96,0.0,Reynaldo R. ESPINOSA,01 FEB 2003,CUB,2f1,,"Helmántico, Salamanca (ESP)",01 JUN 2024,1220
58,9.96,+1.5,Chituru ALI,06 APR 1999,ITA,2,,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1220
66,9.97,+1.5,Ramil GULIYEV,29 MAY 1990,TUR,1,,Bursa (TUR),06 JUL 2017,1217
66,9.97,+0.9,Zhenye XIE,17 AUG 1993,CHN,1f1,,Montreuil (FRA),19 JUN 2018,1217
66,9.97,+1.7,Barakat AL HARTHI,15 JUN 1988,OMA,1,,Amman (JOR),09 JUL 2018,1217
66,9.97,+0.8,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,3,,"Austin, TX (USA)",07 JUN 2019,1217
66,9.97,+0.8,Erik CARDOSO,03 MAR 2000,BRA,2,,"COTP Stadium, São Paulo (BRA)",28 JUL 2023,1217
66,9.97,-0.1,Emmanuel MATADI,15 APR 1991,LBR,2h1,,"Rhodes College, Memphis, TN (USA)",04 AUG 2023,1217
66,9.97,+1.5,Jhony RENTERIA,26 MAR 1997,COL,1,,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1217
73,9.98,+0.6,Silvio LEONARD,20 SEP 1955,CUB,1,,Guadalajara (MEX),11 AUG 1977,1213
73,9.98,+1.6,Leonard MYLES-MILLS,05 SEP 1973,GHA,1,,"Boise, ID (USA)",05 JUN 1999,1213
73,9.98,+1.9,Gabriel MVUMVURE,23 FEB 1988,ZIM,1f1,,"Montverde, FL (USA)",08 JUN 2013,1213
73,9.98,+1.8,Yoshihide KIRYU,15 DEC 1995,JPN,1,,Fukui (JPN),09 SEP 2017,1213
73,9.98,+1.0,Roberto SKYERS,12 NOV 1991,CUB,1f1,,Camagüey (CUB),22 FEB 2019,1213
73,9.98,+1.3,Mario BURKE,18 MAR 1997,BAR,1sf2,,"Austin, TX (USA)",05 JUN 2019,1213
73,9.98,+0.5,Yuki KOIKE,13 MAY 1995,JPN,4,,"Olympic Stadium, London (GBR)",20 JUL 2019,1213
73,9.98,+1.6,Joseph FAHNBULLEH,11 SEP 2001,LBR,2f1,,"Percy Beard Track, Gainesville, FL (USA)",15 APR 2023,1213
81,9.99,+1.6,Aziz ZAKARI,02 SEP 1976,GHA,2,,"Olympic Stadium, Athina (GRE)",14 JUN 2005,1210
81,9.99,+1.0,Darrel BROWN,11 OCT 1984,TTO,2,,Port-of-Spain (TTO),25 JUN 2005,1210
81,9.99,+1.8,Ronald POGNON,16 NOV 1982,FRA,1f1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1210
81,9.99,+0.9,Samuel FRANCIS,27 MAR 1987,QAT,1,,Amman (JOR),26 JUL 2007,1210
81,9.99,+1.0,Jaysuma SAIDY NDURE,01 JAN 1984,NOR,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2011,1210
81,9.99,+0.2,Filippo TORTU,15 JUN 1998,ITA,2,,"Moratalaz, Madrid (ESP)",22 JUN 2018,1210
81,9.99,+1.6,Reynier MENA,21 NOV 1996,CUB,2f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",03 JUL 2022,1210
81,9.99,+1.6,Méba Mickaël ZEZE,19 MAY 1994,FRA,3f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",03 JUL 2022,1210
81,9.99,+0.8,Ronal LONGA,30 JUN 2004,COL,3,,"COTP Stadium, São Paulo (BRA)",28 JUL 2023,1210
81,9.99,+0.5,Owen ANSAH,28 NOV 2000,GER,1,,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1210
91,10.00,+2.0,Marian WORONIN,13 AUG 1956,POL,1,,Warszawa (POL),09 JUN 1984,1206
91,10.00,+1.6,Robson DA SILVA,04 SEP 1964,BRA,3h3,,Ciudad de México (MEX),22 JUL 1988,1206
91,10.00,+1.9,Koji ITO,29 JAN 1970,JPN,sf,,Bangkok (THA),13 DEC 1998,1206
91,10.00,+1.1,Eric NKANSAH,12 DEC 1974,GHA,3,,Nürnberg (GER),13 JUN 1999,1206
91,10.00,+0.4,Peimeng ZHANG,13 MAR 1987,CHN,5sf2,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1206
91,10.00,+0.5,Cejhae GREENE,06 OCT 1995,ANT,1sf2,,Barranquilla (COL),29 JUL 2018,1206
91,10.00,+0.8,Tosin OGUNODE,02 MAR 1994,QAT,2,,Jakarta (INA),26 AUG 2018,1206
91,10.00,+1.1,Ismael KONE,06 NOV 2000,CIV,1pr4,,"Billy Hayes T& F Complex, Bloomington, IN (USA)",25 MAY 2022,1206
99,10.01,+0.9,Pietro MENNEA,28 JUN 1952,ITA,1f1,,Ciudad de México (MEX),04 SEP 1979,1203
99,10.01,+2.0,Antoine ADAMS,31 AUG 1988,SKN,1,,Basseterre (SKN),16 JUN 2013,1203
99,10.01,+2.0,Jason ROGERS,31 AUG 1991,SKN,2,,Basseterre (SKN),16 JUN 2013,1203
99,10.01,+1.1,Wilfried KOFFI HUA,12 OCT 1987,CIV,1f2,,"Tempe, AZ (USA)",09 APR 2016,1203
99,10.01,+1.8,Julian REUS,29 APR 1988,GER,1f2,,Mannheim (GER),29 JUL 2016,1203
99,10.01,-0.7,Alonso EDWARD,08 DEC 1989,PAN,1,,Cochabamba (BOL),06 JUN 2018,1207
99,10.01,+1.1,Samson COLEBROOKE,10 MAY 1997,BAH,2,,Queretaro (MEX),05 JUL 2019,1203
99,10.01,+0.8,Rohan BROWNING,31 DEC 1997,AUS,1h7,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1203
99,10.01,+1.9,Renan CORREA,15 MAR 2004,BRA,1,,Bogotá (COL),19 MAY 2023,1203
108,10.02,+1.2,Ronald DESRUELLES,14 FEB 1955,BEL,1,,Naimette-Xhovémont (BEL),11 MAY 1985,1199
108,10.02,+0.7,Daniel SANGOUMA,07 FEB 1965,FRA,2,,Villeneuve d'Ascq (FRA),29 JUN 1990,1199
108,10.02,+1.9,Ramon GITTENS,20 JUL 1987,BAR,2f1,,"Montverde, FL (USA)",08 JUN 2013,1199
108,10.02,-0.6,Paulo André CAMILO,20 AUG 1998,BRA,1,,Bragança Paulista (BRA),14 SEP 2018,1202
108,10.02,+1.4,Raphael BOUJU,15 MAY 2002,NED,3f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",10 JUN 2023,1199
108,10.02,+0.6,Wanya MCCOY,29 MAR 2003,BAH,2,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1199
114,10.03,-0.1,Matt SHIRVINGTON,25 OCT 1978,AUS,4,,Kuala Lumpur (MAS),17 SEP 1998,1196
114,10.03,0.0,Andrew HINDS,25 APR 1984,BAR,1,,Bridgetown (BAR),20 JUN 2009,1196
114,10.03,+1.5,Gerald PHIRI,06 OCT 1988,ZAM,1f1,,"Clermont, FL (USA)",10 MAY 2014,1196
114,10.03,+1.2,Abdullah Abkar MOHAMMED,01 JAN 1997,KSA,1,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1196
114,10.03,+1.2,Hassan TAFTIAN,04 MAY 1993,IRI,2,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1196
114,10.03,+1.7,Lalu Muhammad ZOHRI,01 JUL 2000,INA,3,,"Yanmar Stadium Nagai, Osaka (JPN)",19 MAY 2019,1196
114,10.03,+1.6,Rikkoi BRATHWAITE,13 FEB 1999,IVB,2f1,,"National Training Center, Clermont, FL (USA)",20 APR 2024,1196
121,10.04,+1.6,Lucas ANSAH-PEPRAH,16 JAN 2000,GER,4f1,,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",03 JUL 2022,1193
121,10.04,+1.7,José GONZÁLEZ,14 MAY 1995,DOM,1h2,,"Stade L. Achille, Fort-de-France (FRA)",27 MAY 2023,1193
121,10.04,+2.0,Eloy BENITEZ,07 MAY 2003,PUR,3f1,,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1193
124,10.05,+2.0,David LIMA,06 SEP 1990,POR,2h1,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1189
124,10.05,+1.5,Mark Otieno ODHIAMBO,11 MAY 1993,KEN,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",17 JUN 2021,1189
124,10.05,+0.6,Tapiwanashe MAKARAWU,14 AUG 2000,ZIM,1,,"New Mexico JC, Hobbs, NM (USA)",20 MAY 2023,1189
124,10.05,+0.1,Dominik KOPEĆ,05 MAR 1995,POL,1f1,,"Paul-Greifzu-Stadion, Dessau (GER)",17 JUN 2023,1189
128,10.06,+1.9,Frank EMMELMANN,15 SEP 1961,GDR,1,,Berlin (GDR),22 SEP 1985,1186
128,10.06,+1.2,Simone COLLIO,27 DEC 1979,ITA,1,,Rieti (ITA),21 JUL 2009,1186
128,10.06,+1.7,Levi Asher CADOGAN,08 NOV 1995,BAR,1f2,,St. Michael (BAR),20 JUN 2015,1186
128,10.06,+1.0,Bruno HORTELANO,18 SEP 1991,ESP,2,,"Moratalaz, Madrid (ESP)",23 JUN 2016,1186
128,10.06,+1.1,Sydney SIAME,07 OCT 1997,ZAM,1,,"x-bionic sphere, Šamorín (SVK)",29 JUN 2018,1186
128,10.06,+0.1,Guanfeng CHEN,05 FEB 2000,CHN,1,,Chongqing (CHN),24 JUN 2021,1186
128,10.06,+1.4,Puripol BOONSON,13 JAN 2006,THA,2sf2,,"HOC Stadium, Hangzhou (CHN)",30 SEP 2023,1186
128,10.06,+0.6,Tarsis Gracious OROGOT,24 NOV 2002,UGA,5,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1186
128,10.06,+1.2,Joshua HARTMANN,09 JUN 1999,GER,1f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1186
128,10.06,+1.1,Jinxian HE,13 NOV 2006,CHN,1,,"Kuishan Sports Center, Rizhao (CHN)",29 JUN 2024,1186
138,10.07,0.0,Valeriy BORZOV,20 OCT 1949,URS,1qf3,,"Olympiastadion, München (GER)",31 AUG 1972,1182
138,10.07,+0.3,Jean-Olivier ZIRIGNON,27 APR 1971,CIV,1,,Antananarivo (MAD),03 SEP 1997,1182
138,10.07,+0.8,Kukyoung KIM,19 APR 1991,KOR,1,,Jeongseon (KOR),27 JUN 2017,1182
138,10.07,+1.9,Nasser Mahmoud MOHAMMED,25 MAR 2002,KSA,1,,"Prince Nayef Sports City, Qatif (KSA)",10 MAY 2024,1182
142,10.08,+1.3,Vitaliy SAVIN,23 JAN 1966,KAZ,1f1,,Linz (AUT),13 AUG 1992,1179
142,10.08,+0.6,Geir MOEN,26 JUN 1969,NOR,1,,Kristiansand (NOR),16 AUG 1996,1179
142,10.08,+1.0,Roland NÉMETH,19 SEP 1974,HUN,1,,Budapest (HUN),09 JUN 1999,1179
142,10.08,+1.3,Sherwin VRIES,22 MAR 1980,NAM,2,,Durban (RSA),11 APR 2003,1179
142,10.08,+1.9,Joshua ROSS,09 FEB 1981,AUS,1,,Brisbane (AUS),10 MAR 2007,1179
142,10.08,+1.7,Emre Zafer BARNES,07 NOV 1988,TUR,3,,"Stadion Juliska, Praha (CZE)",04 JUN 2018,1179
142,10.08,+0.1,Alex WILSON,19 SEP 1990,SUI,2f1,,La Chaux-de-Fonds (SUI),30 JUN 2019,1179
142,10.08,-0.3,Edward OSEI-NKETIA,08 MAY 2001,NZL,2h7,,"Hayward Field, Eugene, OR (USA)",15 JUL 2022,1180
142,10.08,+1.2,Markus FUCHS,14 NOV 1995,AUT,1f1,,"Sportzentrum Niederösterreich, St. Pölten (AUT)",08 JUN 2023,1179
142,10.08,+0.3,Henrik LARSSON,30 SEP 1999,SWE,1,,"Stadion Eggenberg, Graz (AUT)",12 MAY 2024,1179
152,10.09,+0.3,Attila KOVÁCS,02 SEP 1960,HUN,1,,Miskolc (HUN),20 AUG 1987,1176
152,10.09,+1.2,Sergiy OSOVICH,16 DEC 1973,UKR,1,,Kyiv (UKR),07 JUN 1996,1176
152,10.09,+2.0,Christie VAN WYK,12 OCT 1977,NAM,1,,"Abilene, TX (USA)",20 MAY 2004,1176
152,10.09,+1.3,Brendan CHRISTIAN,11 DEC 1983,ANT,1f1,,Nivelles (BEL),27 JUN 2009,1176
152,10.09,+1.9,Pato BANGURA GIBRILLA,10 MAY 1985,SLE,1h4,,Loughborough (GBR),29 JUL 2009,1176
152,10.09,+0.8,Aziz OUHADI,24 JUL 1984,MAR,1f1,,Dakar (SEN),28 MAY 2011,1176
152,10.09,+2.0,Alex QUIÑÓNEZ,11 AUG 1989,ECU,1f1,,Medellín (COL),25 MAY 2013,1176
152,10.09,+0.9,Alexander OGANDO,03 MAY 2000,DOM,1,,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",24 JUN 2022,1176
152,10.09,+0.8,Muhd Azeem FAHMI,29 APR 2004,MAS,1h8,,"Pascual Guerrero Stadium, Cali (COL)",01 AUG 2022,1176
152,10.09,+1.9,Taymir BURNET,01 OCT 1992,NED,1,,"McArthur Stadium, Potchefstroom (RSA)",14 FEB 2024,1176
152,10.09,+2.0,Emanuel ARCHIBALD,09 SEP 1994,GUY,1f1,,"National Track and Field Centre, Leonora (GUY)",15 JUN 2024,1176
163,10.10,-0.4,Nikolay YUSHMANOV,18 DEC 1961,URS,1f2,,Leningrad (URS),07 JUN 1986,1174
163,10.10,+1.2,Ousmane DIARRA,30 SEP 1966,MLI,1,,"Athens, GA (USA)",04 MAY 1996,1172
163,10.10,+2.0,Sebastian KEITEL,14 FEB 1973,CHI,1,,Sao Leopoldo (BRA),26 APR 1998,1172
163,10.10,+1.3,Andrey YEPISHIN,10 JUN 1981,RUS,2,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1172
163,10.10,+0.7,Shavez HART,06 SEP 1992,BAH,2f6,,"Waco, TX (USA)",18 APR 2015,1172
163,10.10,+0.9,Serhiy SMELYK,19 APR 1987,UKR,2f2,,Erzurum (TUR),12 JUN 2016,1172
163,10.10,+0.4,Trae WILLIAMS,05 MAY 1997,AUS,1,,Gold Coast (AUS),16 FEB 2018,1172
163,10.10,+1.2,Davonte HOWELL,28 OCT 2005,CAY,2f1,,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1172
163,10.10,+1.2,Simon VERHERSTRAETEN,14 JAN 1999,BEL,2f1,,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1172
172,10.11,+1.9,Viktor BRYZGIN,22 AUG 1962,URS,1,,Tallinn (EST),21 JUN 1986,1169
172,10.11,+1.9,Vadim DAVYDOV,22 APR 1960,URS,1h1,,Bryansk (URS),16 JUL 1987,1169
172,10.11,+1.3,Augustine NKETIA,30 DEC 1970,NZL,1h5,,Victoria (CAN),22 AUG 1994,1169
172,10.11,+1.5,Yiannis ZISIMIDES,17 AUG 1967,CYP,1,,Rethymno (GRE),25 MAY 1996,1169
172,10.11,+1.4,Angelos PAVLAKAKIS,07 NOV 1976,GRE,1h4,,"Olympic Stadium, Athina (GRE)",02 AUG 1997,1169
172,10.11,-1.3,Carlos CALADO,05 OCT 1975,POR,1,,Guadiana (POR),06 JUN 1999,1176
172,10.11,+1.4,Mosito LEHATA,08 APR 1989,LES,1f3,,Réduit (MRI),12 APR 2015,1169
172,10.11,+1.9,Diego PALOMEQUE,05 DEC 1993,COL,1,,Asunción (PAR),23 JUN 2017,1169
172,10.11,+0.2,Chun-Han YANG,01 JAN 1997,TPE,1,,Hiratsuka (JPN),15 JUN 2018,1169
172,10.11,+2.0,Silvan WICKI,13 FEB 1995,SUI,1f1,,"Stade Bouleyres, Bulle (SUI)",11 JUL 2020,1169
172,10.11,+0.5,Franco FLORIO,30 MAY 2000,ARG,2,,Cascavel (BRA),29 SEP 2022,1169
172,10.11,+0.6,Nazzio JOHN,24 MAR 2003,GRN,2,,"New Mexico JC, Hobbs, NM (USA)",20 MAY 2023,1169
172,10.11,+1.1,Imranur RAHMAN,05 JUL 1993,BAN,2er1,,"Stratford Community Track, London (GBR)",03 SEP 2023,1169
172,10.11,+0.8,Gary Noa Jerrel BIBI,21 AUG 2000,MRI,1f2,,"Complexe athlétisme Europe, Colmar (FRA)",07 JUN 2024,1169
172,10.11,-0.1,Simon HANSEN,30 JUN 1998,DEN,1,,"Hvidovre Stadion, Hvidovre (DEN)",29 JUN 2024,1169
187,10.12,+0.6,Aleksandr PORKHOMOVSKIY,12 AUG 1972,RUS,1sf1,,St. Petersburg (RUS),14 JUL 1994,1165
187,10.12,+1.7,Anninos MARKOULLIDES,08 FEB 1971,CYP,1,,Budapest (HUN),14 JUN 1998,1165
187,10.12,+1.2,Brijesh LAWRENCE,27 DEC 1989,SKN,1,,"Crete, NE (USA)",21 APR 2012,1165
187,10.12,+0.4,Adam HARRIS,21 JUL 1987,GUY,1,,Port-of-Spain (TTO),17 MAY 2014,1165
187,10.12,+0.4,Reza GHASEMI,24 JUL 1987,IRI,2,,Almaty (KAZ),25 JUL 2015,1165
187,10.12,+1.8,Julius MORRIS,14 APR 1994,MNT,1h2,,"Houston, TX (USA)",12 MAY 2018,1165
187,10.12,+0.9,Samwel Bitonyake IMETA,26 JUL 1998,KEN,2h9,,"Alexander Stadium, Birmingham (GBR)",02 AUG 2022,1165
187,10.12,+0.9,Samuli SAMUELSSON,23 JUN 1995,FIN,3,,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",17 JUN 2023,1165
187,10.12,+0.8,Carlos Andrés PALACIOS,11 NOV 1999,COL,1,,"Estadio de Atletismo de la Unidad Deportiva Centenario, Armenia (COL)",20 OCT 2023,1165
187,10.12,+2.0,Julius RIVERA,02 JAN 1995,PUR,6f1,,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1165
197,10.13,+1.4,Petar PETROV,17 FEB 1955,BUL,2qf1,,"Lenin Stadium, Moskva (URS)",24 JUL 1980,1162
197,10.13,+2.0,Vladimir KRYLOV,26 FEB 1964,URS,1f1,,Sochi (URS),31 MAY 1988,1162
197,10.13,+1.2,Vitaliy MEDVEDEV,06 JAN 1977,KAZ,1,,Almaty (KAZ),06 AUG 1999,1162
197,10.13,+1.4,Yanis ROUBABA,24 APR 1974,INA,1,,Sidoarjo (INA),26 JUN 2000,1162
197,10.13,+1.3,Antoine BOUSSOMBO,18 MAY 1968,GAB,h,,Nice (FRA),04 AUG 2000,1162
197,10.13,+0.7,Stéphan BUCKLAND,12 JAN 1977,MRI,1,,Ottawa (CAN),21 JUL 2001,1162
197,10.13,+1.6,Salem Mubarak AL YAMI,09 FEB 1982,KSA,1,,Kuwait (KUW),10 APR 2002,1162
197,10.13,+0.8,Matic OSOVNIKAR,19 JAN 1980,SLO,3qf1,,"Yanmar Stadium Nagai, Osaka (JPN)",25 AUG 2007,1162
197,10.13,+1.8,Amr Ibrahim Mostafa SEOUD,10 JUN 1986,EGY,1sf1,,Maputo (MOZ),12 SEP 2011,1162
